t 200 15 2
n 0.44 0.28 138 1610 
n 0.46 0.73 2082 1753 
n 0.67 0.51 2302 1127 
n 0.51 0.8 805 272 
n 0.65 0.74 22 1617 
n 0.31 0.7 3213 1085 
n 0.28 0.65 99 536 
n 0.51 0.84 1533 1780 
n 0.48 0.88 3564 676 
n 0.22 0.63 29 6 
n 0.49 0.87 3808 1375 
n 0.72 0.65 2221 291 
n 0.25 0.87 3499 1885 
n 0.17 0.18 3124 408 
n 0.41 0.28 781 671 
n 0.79 0.55 1027 1041 
n 0.79 0.69 3249 378 
n 0.39 0.14 3297 491 
n 0.86 0.49 213 220 
n 0.52 0.52 721 186 
n 0.63 0.49 3736 1542 
n 0.79 0.37 868 731 
n 0.86 0.77 960 303 
n 0.44 0.44 1380 939 
n 0.5 0.88 2848 96 
n 0.68 0.84 3510 1671 
n 0.15 0.45 457 334 
n 0.66 0.13 3888 666 
n 0.49 0.28 984 965 
n 0.65 0.9 2721 1482 
n 0.51 0.55 1286 525 
n 0.51 0.32 2716 1432 
n 0.51 0.89 738 1325 
n 0.26 0.65 1251 1832 
n 0.81 0.85 2728 1698 
n 0.59 0.28 3815 169 
n 0.45 0.66 3683 1533 
n 0.3 0.34 1247 1945 
n 0.6 0.85 123 862 
n 0.45 0.3 1234 1946 
n 0.14 0.63 252 1240 
n 0.36 0.13 611 673 
n 0.64 0.41 2576 1676 
n 0.78 0.58 928 1700 
n 0.61 0.76 53 857 
n 0.44 0.21 1807 1711 
n 0.66 0.34 274 1420 
n 0.49 0.77 2574 946 
n 0.65 0.15 178 24 
n 0.8 0.6 2678 1825 
n 0.1 0.28 1795 962 
n 0.11 0.52 3384 1498 
n 0.46 0.56 3520 1079 
n 0.44 0.62 1256 61 
n 0.43 0.22 1424 1728 
n 0.84 0.82 3913 192 
n 0.25 0.48 3085 1528 
n 0.79 0.46 2573 1969 
n 0.77 0.83 463 1670 
n 0.75 0.16 3875 598 
n 0.67 0.58 298 1513 
n 0.88 0.41 3479 821 
n 0.57 0.17 2542 236 
n 0.74 0.17 3955 1743 
n 0.6 0.31 1323 280 
n 0.51 0.14 3447 1830 
n 0.27 0.52 2936 337 
n 0.37 0.73 1621 1830 
n 0.17 0.57 3373 1646 
n 0.8 0.82 1393 1368 
n 0.84 0.15 3874 1318 
n 0.39 0.18 938 955 
n 0.54 0.36 3022 474 
n 0.46 0.6 2482 1183 
n 0.2 0.62 3854 923 
n 0.25 0.38 376 825 
n 0.68 0.17 2519 135 
n 0.24 0.34 2945 1622 
n 0.84 0.39 953 268 
n 0.39 0.89 2628 1479 
n 0.44 0.31 2097 981 
n 0.12 0.78 890 1846 
n 0.76 0.26 2139 1806 
n 0.74 0.65 2421 1007 
n 0.25 0.18 2290 1810 
n 0.66 0.74 1115 1052 
n 0.51 0.7 2588 302 
n 0.53 0.39 327 265 
n 0.27 0.55 241 341 
n 0.59 0.61 1917 687 
n 0.25 0.7 2991 792 
n 0.41 0.71 2573 599 
n 0.78 0.6 19 674 
n 0.12 0.87 3911 1673 
n 0.26 0.69 872 1559 
n 0.38 0.48 2863 558 
n 0.75 0.28 929 1766 
n 0.36 0.48 839 620 
n 0.41 0.35 3893 102 
n 0.81 0.49 2178 1619 
n 0.22 0.78 3822 899 
n 0.74 0.62 378 1048 
n 0.18 0.87 1178 100 
n 0.55 0.73 2599 901 
n 0.54 0.42 3416 143 
n 0.66 0.75 2961 1605 
n 0.72 0.32 611 1384 
n 0.47 0.35 3113 885 
n 0.54 0.9 2597 1830 
n 0.17 0.55 2586 1286 
n 0.1 0.3 161 906 
n 0.6 0.56 1429 134 
n 0.39 0.36 742 1025 
n 0.5 0.74 1625 1651 
n 0.8 0.15 1187 706 
n 0.73 0.83 1787 1009 
n 0.53 0.54 22 987 
n 0.2 0.78 3640 43 
n 0.84 0.58 3756 882 
n 0.41 0.56 776 392 
n 0.5 0.41 1724 1642 
n 0.88 0.56 198 1810 
n 0.21 0.5 3950 1558 
