t 225 20 2
n 0.69 0.67 319 322 
n 0.2 0.84 155 314 
n 0.63 0.86 312 357 
n 0.69 0.8 355 136 
n 0.64 0.8 319 314 
n 0.77 0.21 363 165 
n 0.87 0.72 255 357 
n 0.12 0.64 383 334 
n 0.82 0.18 447 336 
n 0.58 0.57 470 346 
n 0.11 0.33 525 250 
n 0.59 0.23 547 336 
n 0.8 0.21 525 261 
n 0.69 0.82 525 357 
n 0.31 0.79 336 299 
n 0.75 0.5 336 313 
n 0.4 0.19 293 136 
n 0.88 0.26 336 306 
n 0.41 0.53 426 264 
n 0.15 0.53 391 354 
n 0.27 0.48 483 336 
n 0.63 0.38 430 168 
n 0.63 0.19 331 151 
n 0.68 0.57 368 151 
