t 264 10 2
n 0.84 0.39 9875 8300 
n 0.39 0.89 9975 8300 
n 0.44 0.31 9825 8050 
n 0.12 0.78 9825 7850 
n 0.76 0.26 9825 7700 
n 0.74 0.65 9825 7500 
n 0.25 0.18 9825 7150 
n 0.66 0.74 9975 6150 
n 0.51 0.7 9875 6150 
n 0.53 0.39 9775 6150 
n 0.27 0.55 9775 5850 
n 0.59 0.61 9875 5850 
n 0.25 0.7 9975 5850 
n 0.41 0.71 9975 5650 
n 0.78 0.6 9875 5650 
n 0.12 0.87 9775 5650 
n 0.26 0.69 9775 5350 
n 0.38 0.48 9875 5350 
n 0.75 0.28 9975 5350 
n 0.36 0.48 9775 5150 
n 0.41 0.35 9875 5150 
n 0.81 0.49 9975 5150 
n 0.22 0.78 9975 4850 
n 0.74 0.62 9875 4850 
n 0.18 0.87 9775 4850 
n 0.55 0.73 9775 4650 
n 0.54 0.42 9875 4650 
n 0.66 0.75 9975 4650 
n 0.72 0.32 9975 4350 
n 0.47 0.35 9875 4350 
n 0.54 0.9 9775 4350 
n 0.17 0.55 9775 4150 
n 0.1 0.3 9875 4150 
n 0.6 0.56 9975 4150 
n 0.39 0.36 9975 3850 
n 0.5 0.74 9875 3850 
n 0.8 0.15 9775 3850 
n 0.73 0.83 9975 3650 
n 0.53 0.54 9875 3650 
n 0.2 0.78 9775 3650 
n 0.84 0.58 9775 3350 
n 0.41 0.56 9875 3350 
n 0.5 0.41 9975 3350 
n 0.88 0.56 9775 3200 
n 0.21 0.5 10225 3200 
n 0.48 0.39 10025 3200 
n 0.69 0.67 10075 3350 
n 0.2 0.84 10175 3350 
n 0.63 0.86 10175 3650 
n 0.69 0.8 10075 3650 
n 0.64 0.8 10175 3850 
n 0.77 0.21 10075 3850 
n 0.87 0.72 10075 4150 
n 0.12 0.64 10175 4150 
n 0.82 0.18 10175 4350 
n 0.58 0.57 10075 4350 
n 0.11 0.33 10075 4650 
n 0.59 0.23 10175 4650 
n 0.8 0.21 10175 4850 
n 0.69 0.82 10075 4850 
n 0.31 0.79 10075 5150 
n 0.75 0.5 10175 5150 
n 0.4 0.19 10075 5350 
n 0.88 0.26 10175 5350 
n 0.41 0.53 10175 5650 
n 0.15 0.53 10075 5650 
n 0.27 0.48 10075 5850 
n 0.63 0.38 10175 5850 
n 0.63 0.19 10175 6150 
n 0.68 0.57 10075 6150 
n 0.41 0.36 10075 7600 
n 0.8 0.49 10075 8300 
n 0.52 0.4 10175 8300 
n 0.62 0.73 10175 8600 
n 0.81 0.61 10075 8600 
n 0.33 0.26 10075 8750 
n 0.19 0.8 10425 8850 
n 0.61 0.29 10375 8600 
n 0.68 0.85 10275 8600 
n 0.34 0.59 10275 8300 
n 0.83 0.14 10375 8300 
n 0.46 0.82 10375 6150 
n 0.59 0.46 10275 6150 
n 0.35 0.41 10275 5850 
n 0.74 0.56 10375 5850 
n 0.42 0.32 10375 5650 
n 0.48 0.85 10275 5650 
n 0.8 0.89 10275 5350 
n 0.61 0.89 10375 5350 
n 0.62 0.54 10275 5150 
n 0.78 0.32 10375 5150 
n 0.82 0.3 10375 4850 
n 0.83 0.87 10275 4850 
n 0.34 0.76 10275 4650 
n 0.48 0.6 10375 4650 
n 0.23 0.31 10375 4350 
n 0.17 0.73 10275 4350 
n 0.34 0.83 10275 4150 
n 0.18 0.19 10375 4150 
n 0.3 0.41 10375 3850 
n 0.47 0.26 10275 3850 
n 0.72 0.86 10375 3650 
n 0.3 0.49 10275 3650 
n 0.3 0.37 10275 3350 
n 0.55 0.67 10375 3350 
n 0.36 0.83 11125 3750 
n 0.11 0.19 11125 3900 
n 0.31 0.67 11125 4050 
n 0.72 0.14 11025 6100 
