t 493 20 2
n 0.72 0.32 3053 1866 
n 0.47 0.35 2774 1866 
n 0.54 0.9 2710 1866 
n 0.17 0.55 3237 1854 
n 0.1 0.3 3326 1854 
n 0.6 0.56 2736 1847 
n 0.39 0.36 2494 1835 
n 0.5 0.74 3269 1835 
n 0.8 0.15 3307 1835 
n 0.73 0.83 3364 1835 
n 0.53 0.54 2672 1828 
n 0.2 0.78 3352 1822 
n 0.84 0.58 3472 1822 
n 0.41 0.56 2869 1816 
n 0.5 0.41 2812 1809 
n 0.88 0.56 3352 1803 
n 0.21 0.5 3294 1796 
n 0.48 0.39 2545 1796 
n 0.69 0.67 3110 1778 
n 0.2 0.84 3161 1778 
n 0.63 0.86 3282 1778 
n 0.69 0.8 3339 1758 
n 0.64 0.8 2996 1758 
n 0.77 0.21 3199 1720 
n 0.87 0.72 3002 1720 
n 0.12 0.64 2634 1720 
n 0.82 0.18 2507 1708 
n 0.58 0.57 2964 1708 
n 0.11 0.33 3059 1708 
n 0.59 0.23 3098 1708 
n 0.8 0.21 3644 1708 
n 0.69 0.82 2805 1701 
n 0.31 0.79 2583 1695 
n 0.75 0.5 3078 1695 
n 0.4 0.19 2894 1689 
n 0.88 0.26 3148 1682 
n 0.41 0.53 3218 1663 
n 0.15 0.53 3199 1663 
n 0.27 0.48 2729 1663 
n 0.63 0.38 2952 1650 
n 0.63 0.19 2431 1644 
n 0.68 0.57 2507 1631 
n 0.41 0.36 3599 1631 
n 0.8 0.49 3136 1625 
n 0.52 0.4 3078 1625 
n 0.62 0.73 3059 1625 
n 0.81 0.61 2774 1625 
n 0.33 0.26 2913 1619 
n 0.19 0.8 3307 1619 
n 0.61 0.29 3136 1606 
n 0.68 0.85 3015 1606 
n 0.34 0.59 2424 1600 
n 0.83 0.14 2831 1593 
n 0.46 0.82 3294 1593 
n 0.59 0.46 3129 1581 
n 0.35 0.41 3377 1568 
n 0.74 0.56 2615 1568 
n 0.42 0.32 2932 1549 
n 0.48 0.85 3046 1547 
n 0.8 0.89 3072 1547 
n 0.61 0.89 3098 1547 
n 0.62 0.54 3124 1547 
n 0.78 0.32 3150 1547 
n 0.82 0.3 3176 1547 
n 0.83 0.87 3202 1547 
n 0.34 0.76 3228 1547 
n 0.48 0.6 3254 1547 
n 0.23 0.31 3280 1547 
n 0.17 0.73 3306 1547 
n 0.34 0.83 3332 1547 
n 0.18 0.19 3358 1547 
n 0.3 0.41 2723 1536 
n 0.47 0.26 3066 1525 
n 0.72 0.86 3111 1525 
n 0.3 0.49 3137 1525 
n 0.3 0.37 3163 1525 
n 0.55 0.67 3189 1525 
n 0.36 0.83 3215 1525 
n 0.11 0.19 3241 1525 
n 0.31 0.67 3267 1525 
n 0.72 0.14 3293 1525 
n 0.27 0.17 3345 1525 
n 0.2 0.17 2437 1524 
n 0.38 0.37 2964 1511 
n 0.42 0.27 2742 1504 
n 0.67 0.57 2431 1504 
n 0.53 0.85 3414 1499 
n 0.89 0.72 2998 1492 
n 0.74 0.85 2824 1485 
n 0.32 0.84 3020 1479 
n 0.51 0.9 3391 1479 
n 0.3 0.73 3414 1473 
n 0.76 0.17 2837 1466 
n 0.87 0.36 2609 1466 
n 0.59 0.89 2998 1466 
n 0.7 0.76 3105 1466 
n 0.32 0.29 3131 1466 
n 0.58 0.82 3157 1466 
n 0.47 0.74 3183 1466 
n 0.17 0.75 3209 1466 
n 0.88 0.73 3235 1466 
n 0.9 0.64 3261 1466 
n 0.49 0.89 3287 1466 
n 0.27 0.34 3313 1466 
n 0.44 0.41 3414 1447 
n 0.75 0.82 3079 1447 
n 0.34 0.38 3118 1443 
n 0.31 0.2 3144 1443 
n 0.52 0.35 3170 1443 
n 0.4 0.28 3196 1443 
n 0.66 0.19 3222 1443 
n 0.76 0.56 3248 1443 
n 0.77 0.63 3274 1443 
n 0.86 0.12 2901 1441 
n 0.58 0.86 2691 1441 
n 0.27 0.22 2998 1440 
n 0.8 0.25 3332 1440 
n 0.3 0.14 2437 1435 
n 0.26 0.57 3391 1434 
n 0.48 0.69 3310 1427 
n 0.19 0.62 3020 1427 
n 0.17 0.26 2583 1422 
n 0.39 0.56 3079 1421 
n 0.52 0.85 3414 1421 
n 0.42 0.16 3284 1417 
n 0.77 0.53 3128 1417 
n 0.62 0.58 2998 1414 
n 0.79 0.56 3332 1414 
n 0.18 0.56 3237 1409 
n 0.62 0.22 3199 1409 
n 0.85 0.25 3102 1408 
n 0.63 0.11 3391 1408 
n 0.29 0.31 3440 1403 
n 0.45 0.34 2952 1403 
n 0.18 0.46 3020 1401 
n 0.83 0.31 3310 1401 
n 0.23 0.42 3414 1395 
n 0.65 0.83 3079 1395 
n 0.4 0.24 3161 1390 
n 0.71 0.14 2998 1388 
n 0.82 0.68 3332 1388 
n 0.4 0.53 2939 1384 
n 0.44 0.75 2875 1384 
n 0.11 0.54 3102 1382 
n 0.5 0.36 3391 1382 
n 0.88 0.55 3140 1375 
n 0.85 0.66 3020 1375 
n 0.32 0.78 3310 1375 
n 0.15 0.28 3414 1369 
n 0.43 0.74 3079 1369 
n 0.33 0.86 2799 1365 
n 0.43 0.71 3599 1365 
n 0.25 0.82 3332 1362 
n 0.29 0.79 2998 1362 
n 0.29 0.12 3102 1356 
n 0.84 0.29 3391 1356 
n 0.87 0.33 3269 1352 
n 0.27 0.83 2920 1352 
n 0.84 0.11 2837 1352 
n 0.42 0.66 3020 1349 
n 0.66 0.86 3310 1349 
n 0.64 0.71 2875 1346 
n 0.31 0.69 3079 1343 
n 0.28 0.65 3414 1343 
n 0.27 0.78 3485 1339 
n 0.7 0.7 2970 1339 
n 0.35 0.7 2998 1336 
n 0.6 0.11 3332 1336 
n 0.41 0.12 2913 1333 
n 0.1 0.29 3102 1330 
n 0.77 0.8 3391 1330 
n 0.65 0.66 3310 1323 
n 0.54 0.34 3244 1323 
n 0.71 0.52 3020 1323 
n 0.72 0.15 2958 1320 
n 0.54 0.27 3155 1320 
n 0.13 0.43 3079 1317 
n 0.11 0.16 3414 1317 
n 0.5 0.76 3612 1314 
n 0.1 0.89 3332 1310 
n 0.23 0.17 2998 1310 
n 0.3 0.11 3102 1304 
n 0.79 0.47 3391 1304 
n 0.27 0.5 3310 1297 
n 0.59 0.72 3020 1297 
n 0.17 0.48 2850 1295 
n 0.87 0.43 2875 1295 
n 0.18 0.63 2901 1295 
n 0.48 0.89 3542 1295 
n 0.41 0.42 3414 1291 
n 0.82 0.89 3079 1291 
n 0.73 0.81 3174 1288 
n 0.26 0.74 3332 1284 
n 0.67 0.75 2998 1284 
n 0.59 0.56 3102 1278 
n 0.78 0.13 3391 1278 
n 0.45 0.88 3310 1271 
n 0.82 0.6 3020 1271 
n 0.87 0.15 2767 1270 
n 0.41 0.69 3079 1265 
n 0.76 0.68 3414 1265 
n 0.33 0.63 2602 1263 
n 0.72 0.54 3128 1261 
n 0.14 0.61 3284 1261 
n 0.9 0.11 3332 1258 
n 0.25 0.58 2998 1258 
n 0.1 0.6 2882 1257 
n 0.28 0.55 2793 1257 
n 0.37 0.52 2558 1257 
n 0.42 0.67 3102 1252 
n 0.16 0.21 3391 1252 
n 0.41 0.86 3478 1250 
n 0.75 0.27 3020 1245 
n 0.73 0.56 2920 1244 
n 0.81 0.24 2818 1244 
n 0.57 0.41 2520 1244 
n 0.53 0.49 3079 1239 
n 0.34 0.69 3414 1239 
n 0.55 0.53 3293 1235 
n 0.35 0.5 3267 1235 
n 0.11 0.81 3241 1235 
n 0.54 0.62 3215 1235 
n 0.5 0.25 3189 1235 
n 0.25 0.87 3163 1235 
n 0.21 0.7 3137 1235 
n 0.32 0.41 2998 1232 
n 0.12 0.71 3332 1232 
n 0.82 0.7 2882 1225 
n 0.55 0.18 3098 1213 
n 0.49 0.39 3124 1213 
n 0.57 0.87 3150 1213 
n 0.1 0.73 3176 1213 
n 0.51 0.9 3202 1213 
n 0.6 0.22 3228 1213 
n 0.83 0.56 3254 1213 
n 0.31 0.59 3280 1213 
n 0.55 0.84 3306 1213 
n 0.7 0.46 3414 1213 
n 0.16 0.12 2590 1212 
n 0.24 0.73 2570 1212 
n 0.85 0.85 2998 1206 
n 0.44 0.45 3020 1200 
n 0.18 0.73 3391 1200 
n 0.2 0.76 3460 1200 
n 0.47 0.7 3485 1200 
n 0.8 0.83 2659 1193 
n 0.35 0.5 3414 1187 
n 0.78 0.5 2939 1180 
n 0.6 0.39 2998 1180 
n 0.26 0.38 3066 1154 
n 0.66 0.44 3118 1154 
n 0.55 0.38 3144 1154 
n 0.81 0.85 3170 1154 
n 0.77 0.74 3196 1154 
n 0.18 0.82 3222 1154 
n 0.88 0.87 3248 1154 
n 0.87 0.51 3274 1154 
n 0.48 0.54 3300 1154 
n 0.29 0.47 3345 1154 
n 0.87 0.19 2926 1142 
n 0.71 0.23 3053 1131 
n 0.15 0.61 3079 1131 
n 0.62 0.68 3105 1131 
n 0.79 0.35 3131 1131 
n 0.82 0.72 3157 1131 
n 0.71 0.42 3183 1131 
n 0.46 0.33 3209 1131 
n 0.61 0.21 3235 1131 
n 0.64 0.66 3261 1131 
n 0.52 0.77 3287 1131 
n 0.31 0.48 3313 1131 
n 0.43 0.51 3339 1131 
n 0.72 0.32 3365 1131 
n 0.84 0.85 2742 1130 
n 0.88 0.38 2863 1123 
n 0.29 0.27 3066 1098 
n 0.73 0.61 3034 1092 
n 0.41 0.62 2875 1079 
n 0.59 0.77 2793 1041 
n 0.41 0.54 2901 1028 
n 0.24 0.71 2837 1022 
n 0.19 0.84 2945 1016 
n 0.27 0.18 2863 1009 
n 0.77 0.19 2939 831 
n 0.52 0.4 3072 933 
n 0.46 0.3 3059 952 
n 0.56 0.14 3034 965 
n 0.58 0.11 3066 971 
n 0.51 0.8 3091 990 
n 0.19 0.39 3206 984 
n 0.57 0.7 3409 876 
n 0.62 0.45 3460 920 
n 0.45 0.44 3510 1016 
n 0.66 0.68 3364 1016 
n 0.7 0.37 3383 1028 
n 0.53 0.49 3498 1028 
n 0.48 0.34 3396 1054 
n 0.49 0.86 3294 1054 
n 0.38 0.11 3517 1073 
n 0.8 0.41 3218 1098 
n 0.86 0.76 3567 1104 
n 0.49 0.21 3555 1123 
n 0.24 0.6 3396 1123 
n 0.16 0.33 3548 1142 
n 0.16 0.23 3529 1155 
n 0.68 0.72 3409 1162 
n 0.89 0.5 3472 1174 
n 0.34 0.73 3694 1301 
n 0.32 0.12 3745 1276 
n 0.72 0.83 3745 1022 
