t 439 5 2
n 0.3 0.34 12100 9475 
n 0.6 0.85 12050 9275 
n 0.45 0.3 12225 9475 
n 0.14 0.63 12150 9275 
n 0.36 0.13 12250 9275 
n 0.64 0.41 12350 9475 
n 0.78 0.58 12350 9275 
n 0.61 0.76 12525 9325 
n 0.44 0.21 12750 9425 
n 0.66 0.34 12775 9275 
n 0.49 0.77 12875 9425 
n 0.65 0.15 12875 9275 
n 0.8 0.6 12975 9275 
n 0.1 0.28 13125 9475 
n 0.11 0.52 13075 9275 
n 0.46 0.56 13250 9375 
n 0.44 0.62 13375 9375 
n 0.43 0.22 13500 9375 
n 0.84 0.82 13625 9375 
n 0.25 0.48 13075 8975 
n 0.79 0.46 12975 8975 
n 0.77 0.83 12875 8975 
n 0.75 0.16 12775 8975 
n 0.67 0.58 12525 8925 
n 0.88 0.41 12350 8975 
n 0.57 0.17 12250 8975 
n 0.74 0.17 12150 8975 
n 0.6 0.31 12050 8975 
n 0.51 0.14 11725 8925 
n 0.27 0.52 10975 9200 
n 0.37 0.73 10900 8975 
n 0.17 0.57 10850 9200 
n 0.8 0.82 10800 9075 
n 0.84 0.15 10800 8975 
n 0.39 0.18 5150 8750 
n 0.54 0.36 11650 8725 
n 0.46 0.6 11775 8775 
n 0.2 0.62 11850 8875 
n 0.25 0.38 11900 8725 
n 0.68 0.17 12025 8625 
n 0.24 0.34 12150 8650 
n 0.84 0.39 12275 8725 
n 0.39 0.89 12400 8625 
n 0.44 0.31 12525 8725 
n 0.12 0.78 12650 8625 
n 0.76 0.26 12850 8725 
n 0.74 0.65 12975 8625 
n 0.25 0.18 13100 8775 
n 0.66 0.74 13250 8875 
n 0.51 0.7 13375 8875 
n 0.53 0.39 13500 8875 
n 0.27 0.55 13475 8725 
n 0.59 0.61 13625 8875 
n 0.25 0.7 13700 8500 
n 0.41 0.71 13600 8600 
n 0.78 0.6 13600 8500 
n 0.12 0.87 13475 8325 
n 0.26 0.69 13350 8350 
n 0.38 0.48 13250 8450 
n 0.75 0.28 13250 8350 
n 0.36 0.48 12975 8425 
n 0.41 0.35 12850 8325 
n 0.81 0.49 12650 8425 
n 0.22 0.78 12525 8325 
n 0.74 0.62 12400 8425 
n 0.18 0.87 12275 8325 
n 0.55 0.73 12150 8400 
n 0.54 0.42 12025 8425 
n 0.66 0.75 11900 8325 
n 0.72 0.32 11650 8325 
n 0.47 0.35 11000 8575 
n 0.54 0.9 4900 8500 
n 0.17 0.55 6150 8275 
n 0.1 0.3 6625 8300 
n 0.6 0.56 7025 8300 
n 0.39 0.36 11225 8125 
n 0.5 0.74 11550 8125 
n 0.8 0.15 11775 8275 
n 0.73 0.83 11850 8125 
n 0.53 0.54 11975 8125 
n 0.2 0.78 12100 8125 
n 0.84 0.58 12225 8125 
n 0.41 0.56 12350 8125 
n 0.5 0.41 12475 8025 
n 0.88 0.56 12600 8125 
n 0.21 0.5 12725 8125 
n 0.48 0.39 12850 8125 
n 0.69 0.67 12975 8125 
n 0.2 0.84 13100 8125 
n 0.63 0.86 13100 8275 
n 0.69 0.8 13225 8125 
n 0.64 0.8 13375 8175 
n 0.77 0.21 13500 8175 
n 0.87 0.72 13625 8125 
n 0.12 0.64 13625 7725 
n 0.82 0.18 13225 7725 
n 0.58 0.57 13100 7725 
n 0.11 0.33 12975 7725 
n 0.59 0.23 12850 7725 
n 0.8 0.21 12725 7725 
n 0.69 0.82 12600 7725 
n 0.31 0.79 12475 7825 
n 0.75 0.5 12350 7725 
n 0.4 0.19 12225 7725 
n 0.88 0.26 12100 7725 
n 0.41 0.53 11975 7725 
n 0.15 0.53 11850 7725 
n 0.27 0.48 11550 7725 
n 0.63 0.38 11225 7725 
n 0.63 0.19 11000 7775 
n 0.68 0.57 6625 7950 
n 0.41 0.36 4800 7825 
n 0.8 0.49 4550 7825 
n 0.52 0.4 4550 7425 
n 0.62 0.73 4800 7425 
n 0.81 0.61 6150 7525 
n 0.33 0.26 6825 7575 
n 0.19 0.8 7075 7575 
n 0.61 0.29 11450 7500 
n 0.68 0.85 11550 7500 
n 0.34 0.59 11650 7500 
n 0.83 0.14 11750 7500 
n 0.46 0.82 11850 7500 
n 0.59 0.46 11950 7500 
n 0.35 0.41 12050 7500 
n 0.74 0.56 12150 7500 
n 0.42 0.32 12325 7550 
n 0.48 0.85 12500 7500 
n 0.8 0.89 12600 7500 
n 0.61 0.89 12700 7500 
n 0.62 0.54 12800 7500 
n 0.78 0.32 13025 7500 
n 0.82 0.3 13125 7500 
n 0.83 0.87 13225 7500 
n 0.34 0.76 13325 7500 
n 0.48 0.6 13375 7675 
n 0.23 0.31 13500 7675 
n 0.17 0.73 13500 7450 
n 0.34 0.83 13625 7550 
n 0.18 0.19 13625 7150 
n 0.3 0.41 13500 7250 
n 0.47 0.26 13325 7200 
n 0.72 0.86 13225 7200 
n 0.3 0.49 13125 7200 
n 0.3 0.37 13025 7200 
n 0.55 0.67 12800 7200 
n 0.36 0.83 12700 7200 
n 0.11 0.19 12600 7200 
n 0.31 0.67 12500 7200 
n 0.72 0.14 12325 7150 
n 0.27 0.17 12150 7200 
n 0.2 0.17 12050 7200 
n 0.38 0.37 11950 7200 
n 0.42 0.27 11850 7200 
n 0.67 0.57 11750 7200 
n 0.53 0.85 11650 7200 
n 0.89 0.72 11550 7200 
n 0.74 0.85 11450 7200 
n 0.32 0.84 11050 7125 
n 0.51 0.9 10950 7125 
n 0.3 0.73 10850 7125 
n 0.76 0.17 10750 7125 
n 0.87 0.36 10650 7125 
n 0.59 0.89 10550 7125 
n 0.7 0.76 10450 7125 
n 0.32 0.29 7075 7175 
n 0.58 0.82 5825 7350 
n 0.47 0.74 5425 7350 
n 0.17 0.75 4425 7275 
n 0.88 0.73 4425 6875 
n 0.9 0.64 7075 7075 
n 0.49 0.89 7250 7025 
n 0.27 0.34 7250 6900 
n 0.44 0.41 7750 6900 
n 0.75 0.82 7900 6900 
n 0.34 0.38 8200 6900 
n 0.31 0.2 8350 6900 
n 0.52 0.35 8650 6900 
n 0.4 0.28 8800 6900 
n 0.66 0.19 10450 6825 
n 0.76 0.56 10550 6825 
n 0.77 0.63 10650 6825 
n 0.86 0.12 10750 6825 
n 0.58 0.86 10850 6825 
n 0.27 0.22 10950 6825 
n 0.8 0.25 11050 6825 
n 0.3 0.14 11425 6975 
n 0.26 0.57 11575 6925 
n 0.48 0.69 11575 6825 
n 0.19 0.62 11675 6825 
n 0.17 0.26 11850 6975 
n 0.39 0.56 11975 6975 
n 0.52 0.85 12225 6975 
n 0.42 0.16 12350 6975 
n 0.77 0.53 12475 6975 
n 0.62 0.58 12600 6975 
n 0.79 0.56 12725 6875 
n 0.18 0.56 12850 6975 
n 0.62 0.22 12975 6975 
n 0.85 0.25 13125 7025 
n 0.63 0.11 13275 6975 
n 0.29 0.31 13400 7025 
n 0.45 0.34 13400 6525 
n 0.18 0.46 13275 6575 
n 0.83 0.31 13125 6525 
n 0.23 0.42 12975 6575 
n 0.65 0.83 12850 6575 
n 0.4 0.24 12725 6675 
n 0.71 0.14 12600 6575 
n 0.82 0.68 12475 6575 
n 0.4 0.53 12350 6575 
n 0.44 0.75 12225 6575 
n 0.11 0.54 11975 6575 
n 0.5 0.36 11850 6575 
n 0.88 0.55 11675 6575 
n 0.85 0.66 11575 6675 
n 0.32 0.78 11575 6575 
n 0.15 0.28 11425 6575 
n 0.43 0.74 11050 6625 
n 0.33 0.86 10950 6625 
n 0.43 0.71 10850 6625 
n 0.25 0.82 10750 6625 
n 0.29 0.79 10650 6625 
n 0.29 0.12 10550 6625 
n 0.84 0.29 10450 6625 
n 0.87 0.33 7075 6675 
n 0.27 0.83 5675 6650 
n 0.84 0.11 5175 6650 
n 0.42 0.66 5050 6575 
n 0.66 0.86 4650 6575 
n 0.64 0.71 7650 6375 
n 0.31 0.69 7750 6375 
n 0.28 0.65 7750 6500 
n 0.27 0.78 7850 6375 
n 0.7 0.7 7900 6500 
n 0.35 0.7 8100 6375 
n 0.6 0.11 8200 6375 
n 0.41 0.12 8200 6500 
n 0.1 0.29 8300 6375 
n 0.77 0.8 8350 6500 
n 0.65 0.66 8550 6375 
n 0.54 0.34 8650 6375 
n 0.71 0.52 8650 6500 
n 0.72 0.15 8750 6375 
n 0.54 0.27 8800 6500 
n 0.13 0.43 10450 6325 
n 0.11 0.16 10550 6325 
n 0.5 0.76 10650 6325 
n 0.1 0.89 10750 6325 
n 0.23 0.17 10850 6325 
n 0.3 0.11 10950 6325 
n 0.79 0.47 11050 6325 
n 0.27 0.5 11100 6075 
n 0.59 0.72 10950 6075 
n 0.17 0.48 10800 6125 
n 0.87 0.43 10300 6125 
n 0.18 0.63 5550 5675 
n 0.48 0.89 5625 5625 
n 0.41 0.42 5675 5750 
n 0.82 0.89 6175 5750 
n 0.73 0.81 6225 5625 
n 0.26 0.74 7625 5850 
n 0.67 0.75 7875 5850 
n 0.59 0.56 10950 5800 
n 0.78 0.13 7875 5350 
n 0.45 0.88 7625 5350 
n 0.82 0.6 6175 5400 
n 0.87 0.15 5675 5400 
n 0.41 0.69 5550 5425 
n 0.76 0.68 5550 5200 
n 0.33 0.63 10950 5300 
n 0.72 0.54 11050 5075 
n 0.14 0.61 11200 5075 
n 0.9 0.11 11350 4875 
n 0.25 0.58 7875 4875 
n 0.1 0.6 7675 4875 
n 0.28 0.55 6225 5000 
n 0.37 0.52 6175 4875 
n 0.42 0.67 5675 4875 
n 0.16 0.21 5625 5000 
n 0.41 0.86 5550 4950 
n 0.75 0.27 5550 4475 
n 0.73 0.56 5550 4675 
n 0.81 0.24 5675 4675 
n 0.57 0.41 6175 4675 
n 0.53 0.49 11350 4425 
n 0.34 0.69 11350 4650 
n 0.55 0.53 13225 4275 
n 0.35 0.5 4225 4075 
n 0.11 0.81 13225 4075 
n 0.54 0.62 13225 3700 
n 0.5 0.25 6350 3600 
n 0.25 0.87 5950 3600 
n 0.21 0.7 4225 3675 
n 0.32 0.41 4225 3525 
n 0.12 0.71 4475 3300 
n 0.82 0.7 4475 3450 
n 0.55 0.18 4975 3300 
n 0.49 0.39 4975 3450 
n 0.57 0.87 7900 3350 
n 0.1 0.73 10650 3525 
n 0.51 0.9 10850 3525 
n 0.6 0.22 13225 3500 
n 0.83 0.56 13225 3125 
n 0.31 0.59 8275 3000 
n 0.55 0.84 8125 3000 
n 0.7 0.46 7900 3200 
n 0.16 0.12 4975 3000 
n 0.24 0.73 4975 3150 
n 0.85 0.85 4475 3000 
n 0.44 0.45 4475 3150 
n 0.18 0.73 4225 3125 
n 0.2 0.76 4675 2700 
n 0.47 0.7 13225 2925 
n 0.8 0.83 13225 2525 
n 0.35 0.5 4675 2550 
n 0.78 0.5 13225 2325 
n 0.6 0.39 4675 1825 
n 0.26 0.38 4675 1975 
n 0.66 0.44 1975 4025 
n 0.55 0.38 2075 5675 
n 0.81 0.85 1975 5575 
n 0.77 0.74 1875 5475 
n 0.18 0.82 1775 5375 
n 0.88 0.87 2075 6475 
