t 442 20 2
n 0.61 0.89 2000 1100 
n 0.62 0.54 2000 1200 
n 0.78 0.32 2000 1300 
n 0.82 0.3 2000 1400 
n 0.83 0.87 2000 1500 
n 0.34 0.76 2000 1600 
n 0.48 0.6 2000 1700 
n 0.23 0.31 2000 1800 
n 0.17 0.73 2000 1900 
n 0.34 0.83 2000 2000 
n 0.18 0.19 2000 2100 
n 0.3 0.41 2000 2200 
n 0.47 0.26 2000 2300 
n 0.72 0.86 2000 2400 
n 0.3 0.49 2000 2500 
n 0.3 0.37 2000 2600 
n 0.55 0.67 2000 2700 
n 0.36 0.83 2000 2800 
n 0.11 0.19 2000 2900 
n 0.31 0.67 2000 3000 
n 0.72 0.14 2000 3100 
n 0.27 0.17 2000 3500 
n 0.2 0.17 2100 300 
n 0.38 0.37 2100 600 
n 0.42 0.27 2100 3200 
n 0.67 0.57 2200 300 
n 0.53 0.85 2200 469 
n 0.89 0.72 2200 600 
n 0.74 0.85 2200 3200 
n 0.32 0.84 2300 300 
n 0.51 0.9 2300 600 
n 0.3 0.73 2300 3400 
n 0.76 0.17 2400 300 
n 0.87 0.36 2400 600 
n 0.59 0.89 2400 2100 
n 0.7 0.76 2500 300 
n 0.32 0.29 2500 800 
n 0.58 0.82 2600 400 
n 0.47 0.74 2600 500 
n 0.17 0.75 2600 800 
n 0.88 0.73 2600 900 
n 0.9 0.64 2600 1000 
n 0.49 0.89 2600 1100 
n 0.27 0.34 2600 1200 
n 0.44 0.41 2600 1300 
n 0.75 0.82 2600 1400 
n 0.34 0.38 2600 1500 
n 0.31 0.2 2600 1600 
n 0.52 0.35 2600 1700 
n 0.4 0.28 2600 1800 
n 0.66 0.19 2600 1900 
n 0.76 0.56 2600 2000 
n 0.77 0.63 2600 2100 
n 0.86 0.12 2600 2200 
n 0.58 0.86 2600 2300 
n 0.27 0.22 2600 2400 
n 0.8 0.25 2600 2500 
n 0.3 0.14 2600 2600 
n 0.26 0.57 2600 2700 
n 0.48 0.69 2600 2800 
n 0.19 0.62 2600 2900 
n 0.17 0.26 2600 3000 
n 0.39 0.56 2600 3100 
n 0.52 0.85 2600 3400 
n 0.42 0.16 2700 700 
n 0.77 0.53 2700 800 
n 0.62 0.58 2700 900 
n 0.79 0.56 2700 1000 
n 0.18 0.56 2700 1100 
n 0.62 0.22 2700 1200 
n 0.85 0.25 2700 1300 
n 0.63 0.11 2700 1400 
n 0.29 0.31 2700 1500 
n 0.45 0.34 2700 1600 
n 0.18 0.46 2700 1700 
n 0.83 0.31 2700 1800 
n 0.23 0.42 2700 1900 
n 0.65 0.83 2700 2000 
n 0.4 0.24 2700 2100 
n 0.71 0.14 2700 2200 
n 0.82 0.68 2700 2300 
n 0.4 0.53 2700 2500 
n 0.44 0.75 2700 2600 
n 0.11 0.54 2700 2700 
n 0.5 0.36 2700 2800 
n 0.88 0.55 2700 2900 
n 0.85 0.66 2700 3000 
n 0.32 0.78 2700 3100 
n 0.15 0.28 2700 3200 
n 0.43 0.74 2700 3300 
n 0.33 0.86 2700 3400 
n 0.43 0.71 2700 3500 
n 0.25 0.82 2700 3600 
n 0.29 0.79 2700 3700 
n 0.29 0.12 2700 3800 
n 0.84 0.29 2800 900 
n 0.87 0.33 2800 1130 
n 0.27 0.83 2900 400 
n 0.84 0.11 2900 500 
n 0.42 0.66 2900 1400 
n 0.66 0.86 2900 2400 
n 0.64 0.71 2900 3000 
n 0.31 0.69 3000 700 
n 0.28 0.65 3000 800 
n 0.27 0.78 3000 900 
n 0.7 0.7 3000 1000 
n 0.35 0.7 3000 1100 
n 0.6 0.11 3000 1200 
n 0.41 0.12 3000 1300 
n 0.1 0.29 3000 1500 
n 0.77 0.8 3000 1600 
n 0.65 0.66 3000 1700 
n 0.54 0.34 3000 1800 
n 0.71 0.52 3000 1900 
n 0.72 0.15 3000 2000 
n 0.54 0.27 3000 2100 
n 0.13 0.43 3000 2200 
n 0.11 0.16 3000 2300 
n 0.5 0.76 3000 2500 
n 0.1 0.89 3000 2600 
n 0.23 0.17 3000 2700 
n 0.3 0.11 3000 2800 
n 0.79 0.47 3000 2900 
n 0.27 0.5 3000 3000 
n 0.59 0.72 3000 3100 
n 0.17 0.48 3000 3200 
n 0.87 0.43 3000 3300 
n 0.18 0.63 3000 3400 
n 0.48 0.89 3000 3500 
n 0.41 0.42 3000 3600 
n 0.82 0.89 3000 3700 
n 0.73 0.81 3000 3800 
n 0.26 0.74 150 3500 
n 0.67 0.75 150 3550 
n 0.59 0.56 469 2550 
n 0.78 0.13 469 3350 
n 0.45 0.88 469 3450 
n 0.82 0.6 540 2330 
n 0.87 0.15 540 2430 
n 0.41 0.69 620 3650 
n 0.76 0.68 620 3709 
n 0.33 0.63 750 2550 
n 0.72 0.54 850 520 
n 0.14 0.61 850 700 
n 0.9 0.11 850 2280 
n 0.25 0.58 939 740 
n 0.1 0.6 950 2220 
n 0.28 0.55 910 2600 
n 0.37 0.52 1050 1050 
n 0.42 0.67 1150 1350 
n 0.16 0.21 1170 2280 
n 0.41 0.86 1220 2210 
n 0.75 0.27 1350 750 
n 0.73 0.56 1350 1700 
n 0.81 0.24 1350 2140 
n 0.57 0.41 1450 770 
n 0.53 0.49 1550 300 
n 0.34 0.69 1550 500 
n 0.55 0.53 1550 1850 
n 0.35 0.5 1650 1050 
n 0.11 0.81 1690 2680 
n 0.54 0.62 1710 310 
n 0.5 0.25 1710 510 
n 0.25 0.87 1750 750 
n 0.21 0.7 1790 2580 
n 0.32 0.41 1720 2610 
n 0.12 0.71 1790 3330 
n 0.82 0.7 1720 3409 
n 0.55 0.18 1829 2700 
n 0.49 0.39 1829 2800 
n 0.57 0.87 1829 3450 
n 0.1 0.73 2060 1650 
n 0.51 0.9 2050 3150 
n 0.6 0.22 2170 1900 
n 0.83 0.56 2110 2000 
n 0.31 0.59 2120 2750 
n 0.55 0.84 2150 3250 
n 0.7 0.46 2290 1400 
n 0.16 0.12 2220 2820 
n 0.24 0.73 2280 3250 
n 0.85 0.85 2390 1300 
n 0.44 0.45 2320 1500 
n 0.18 0.73 2450 710 
n 0.2 0.76 2620 3650 
n 0.47 0.7 2750 520 
n 0.8 0.83 2760 2360 
n 0.35 0.5 2850 2200 
n 0.78 0.5 2850 2700 
n 0.6 0.39 2850 3350 
n 0.26 0.38 2930 950 
n 0.66 0.44 2950 1750 
n 0.55 0.38 2950 2050 
n 0.81 0.85 520 3200 
n 0.77 0.74 2300 3500 
n 0.18 0.82 2320 3150 
n 0.88 0.87 530 2100 
n 0.87 0.51 2550 710 
n 0.48 0.54 750 490 
n 0.29 0.47 0 0 
