t 280 15 2
n 0.68 0.33 180 125 
n 0.31 0.45 196 145 
n 0.5 0.83 204 145 
n 0.84 0.64 212 145 
n 0.46 0.86 220 145 
n 0.77 0.38 228 145 
n 0.35 0.31 236 145 
n 0.69 0.35 246 141 
n 0.67 0.19 252 125 
n 0.21 0.47 260 129 
n 0.73 0.58 280 133 
