t 431 15 2
n 0.2 0.84 69 33 
n 0.63 0.86 64 40 
n 0.69 0.8 60 30 
n 0.64 0.8 59 24 
n 0.77 0.21 57 24 
n 0.87 0.72 54 20 
n 0.12 0.64 54 25 
n 0.82 0.18 54 27 
n 0.58 0.57 50 24 
n 0.11 0.33 50 30 
n 0.59 0.23 46 30 
n 0.8 0.21 55 37 
n 0.69 0.82 56 44 
n 0.31 0.79 55 49 
n 0.75 0.5 53 50 
n 0.4 0.19 51 39 
n 0.88 0.26 50 36 
n 0.41 0.53 48 35 
n 0.15 0.53 44 33 
n 0.27 0.48 47 39 
n 0.63 0.38 48 44 
n 0.63 0.19 46 48 
n 0.68 0.57 41 44 
n 0.41 0.36 40 44 
n 0.8 0.49 40 50 
n 0.52 0.4 58 56 
n 0.62 0.73 57 60 
n 0.81 0.61 67 64 
n 0.33 0.26 69 88 
n 0.19 0.8 55 73 
n 0.61 0.29 55 83 
n 0.68 0.85 56 92 
n 0.34 0.59 50 73 
n 0.83 0.14 43 77 
n 0.46 0.82 41 69 
n 0.59 0.46 39 66 
n 0.35 0.41 38 68 
n 0.74 0.56 43 87 
n 0.42 0.32 52 104 
n 0.48 0.85 48 107 
n 0.8 0.89 52 113 
n 0.61 0.89 62 129 
n 0.62 0.54 64 177 
n 0.78 0.32 53 158 
n 0.82 0.3 59 150 
n 0.83 0.87 50 127 
n 0.34 0.76 50 137 
n 0.48 0.6 48 135 
n 0.23 0.31 47 142 
n 0.17 0.73 43 132 
n 0.34 0.83 41 29 
n 0.18 0.19 38 27 
n 0.3 0.41 40 33 
n 0.47 0.26 38 35 
n 0.72 0.86 39 37 
n 0.3 0.49 40 41 
n 0.3 0.37 38 40 
n 0.55 0.67 37 35 
n 0.36 0.83 36 37 
n 0.11 0.19 34 36 
n 0.31 0.67 33 36 
n 0.72 0.14 34 35 
n 0.27 0.17 32 36 
n 0.2 0.17 32 35 
n 0.38 0.37 32 34 
n 0.42 0.27 31 35 
n 0.67 0.57 24 39 
n 0.53 0.85 21 39 
n 0.89 0.72 21 39 
n 0.74 0.85 15 44 
n 0.32 0.84 14 43 
n 0.51 0.9 12 45 
n 0.3 0.73 14 49 
n 0.76 0.17 23 58 
n 0.87 0.36 25 55 
n 0.59 0.89 25 51 
n 0.7 0.76 26 50 
n 0.32 0.29 24 46 
n 0.58 0.82 29 48 
n 0.47 0.74 30 47 
n 0.17 0.75 33 44 
n 0.88 0.73 35 44 
n 0.9 0.64 36 43 
n 0.49 0.89 38 46 
n 0.27 0.34 37 49 
n 0.44 0.41 35 51 
n 0.75 0.82 34 47 
n 0.34 0.38 30 48 
n 0.31 0.2 32 51 
n 0.52 0.35 29 52 
n 0.4 0.28 30 57 
n 0.66 0.19 36 59 
n 0.76 0.56 34 62 
n 0.77 0.63 31 65 
n 0.86 0.12 34 69 
n 0.58 0.86 33 73 
n 0.27 0.22 31 74 
n 0.8 0.25 31 73 
n 0.3 0.14 30 71 
n 0.26 0.57 30 67 
n 0.48 0.69 27 69 
n 0.19 0.62 25 68 
n 0.17 0.26 25 67 
n 0.39 0.56 30 78 
n 0.52 0.85 28 77 
n 0.42 0.16 26 73 
n 0.77 0.53 27 75 
n 0.62 0.58 26 80 
n 0.79 0.56 25 83 
n 0.18 0.56 25 85 
n 0.62 0.22 22 88 
n 0.85 0.25 23 72 
n 0.63 0.11 21 79 
n 0.29 0.31 20 86 
n 0.45 0.34 19 72 
n 0.18 0.46 17 78 
n 0.83 0.31 17 83 
n 0.23 0.42 15 75 
n 0.65 0.83 13 77 
n 0.4 0.24 13 80 
n 0.71 0.14 10 78 
n 0.82 0.68 10 78 
n 0.4 0.53 7 80 
n 0.44 0.75 27 85 
n 0.11 0.54 27 89 
n 0.5 0.36 23 90 
n 0.88 0.55 22 92 
n 0.85 0.66 22 96 
n 0.32 0.78 16 96 
n 0.15 0.28 18 99 
n 0.43 0.74 20 102 
n 0.33 0.86 18 102 
n 0.43 0.71 21 106 
n 0.25 0.82 16 107 
n 0.29 0.79 16 108 
n 0.29 0.12 10 106 
n 0.84 0.29 11 105 
n 0.87 0.33 13 100 
n 0.27 0.83 5 100 
n 0.84 0.11 3 101 
n 0.42 0.66 1 104 
n 0.66 0.86 3 98 
n 0.64 0.71 -1 100 
n 0.31 0.69 -3 104 
n 0.28 0.65 -6 106 
n 0.27 0.78 -7 107 
n 0.7 0.7 -7 110 
n 0.35 0.7 -7 112 
n 0.6 0.11 -8 115 
n 0.41 0.12 -10 123 
n 0.1 0.29 -3 114 
n 0.77 0.8 1 110 
n 0.65 0.66 5 115 
n 0.54 0.34 -0 117 
n 0.71 0.52 -5 119 
n 0.72 0.15 1 125 
n 0.54 0.27 -3 128 
n 0.13 0.43 -5 132 
n 0.11 0.16 7 125 
n 0.5 0.76 10 124 
n 0.1 0.89 10 122 
n 0.23 0.17 14 121 
n 0.3 0.11 22 114 
n 0.79 0.47 22 120 
n 0.27 0.5 25 121 
n 0.59 0.72 29 91 
n 0.17 0.48 36 103 
n 0.87 0.43 34 109 
n 0.18 0.63 30 104 
n 0.48 0.89 29 106 
n 0.41 0.42 25 102 
n 0.82 0.89 23 113 
n 0.73 0.81 26 119 
n 0.26 0.74 30 114 
n 0.67 0.75 32 118 
n 0.59 0.56 31 121 
n 0.78 0.13 34 113 
n 0.45 0.88 36 120 
n 0.82 0.6 38 112 
n 0.87 0.15 39 117 
n 0.41 0.69 40 116 
n 0.76 0.68 39 121 
n 0.33 0.63 41 123 
n 0.72 0.54 45 126 
n 0.14 0.61 39 125 
n 0.9 0.11 37 127 
n 0.25 0.58 35 129 
n 0.1 0.6 43 141 
n 0.28 0.55 39 140 
n 0.37 0.52 38 141 
n 0.42 0.67 35 139 
n 0.16 0.21 35 137 
n 0.41 0.86 36 136 
n 0.75 0.27 35 135 
n 0.73 0.56 34 135 
n 0.81 0.24 34 132 
n 0.57 0.41 32 130 
n 0.53 0.49 31 130 
n 0.34 0.69 26 127 
n 0.55 0.53 13 144 
n 0.35 0.5 -2 140 
n 0.11 0.81 -4 152 
n 0.54 0.62 -9 147 
n 0.5 0.25 -12 130 
n 0.25 0.87 -32 116 
n 0.21 0.7 -35 138 
n 0.32 0.41 -37 145 
n 0.12 0.71 -43 147 
n 0.82 0.7 -34 151 
n 0.55 0.18 -27 153 
n 0.49 0.39 -19 146 
n 0.57 0.87 -23 134 
n 0.1 0.73 -46 170 
n 0.51 0.9 -43 172 
n 0.6 0.22 -41 174 
n 0.83 0.56 -37 174 
n 0.31 0.59 -21 -175 
n 0.55 0.84 -14 -170 
n 0.7 0.46 -18 178 
n 0.16 0.12 -22 166 
n 0.24 0.73 -9 160 
n 0.85 0.85 -0 167 
n 0.44 0.45 11 165 
n 0.18 0.73 21 -158 
n 0.2 0.76 2 -157 
n 0.47 0.7 -9 -139 
n 0.8 0.83 -17 -149 
n 0.35 0.5 -25 -130 
n 0.78 0.5 -27 -109 
