t 200 5 2
n 0.25 0.18 634 294 
n 0.66 0.74 1819 814 
n 0.51 0.7 1393 859 
n 0.53 0.39 1768 1578 
n 0.27 0.55 3023 871 
n 0.59 0.61 3248 1906 
n 0.25 0.7 1632 1742 
n 0.41 0.71 2223 990 
n 0.78 0.6 3868 697 
n 0.12 0.87 1541 354 
n 0.26 0.69 2374 1944 
n 0.38 0.48 1962 389 
n 0.75 0.28 3007 1524 
n 0.36 0.48 3220 1945 
n 0.41 0.35 2356 1568 
n 0.81 0.49 1604 706 
n 0.22 0.78 2028 1736 
n 0.74 0.62 2581 121 
n 0.18 0.87 2221 1578 
n 0.55 0.73 2944 632 
n 0.54 0.42 1082 1561 
n 0.66 0.75 997 942 
n 0.72 0.32 2334 523 
n 0.47 0.35 1264 1090 
n 0.54 0.9 1699 1294 
n 0.17 0.55 235 1059 
n 0.1 0.3 2592 248 
n 0.6 0.56 3642 699 
n 0.39 0.36 3599 514 
n 0.5 0.74 1766 678 
n 0.8 0.15 240 619 
n 0.73 0.83 1272 246 
n 0.53 0.54 3503 301 
n 0.2 0.78 80 1533 
n 0.84 0.58 1677 1238 
n 0.41 0.56 3766 154 
n 0.5 0.41 3946 459 
n 0.88 0.56 1994 1852 
n 0.21 0.5 278 165 
