t 417 5 2
n 0.39 0.4 1664 778 
n 0.27 0.72 1239 778 
n 0.39 0.19 1097 778 
n 0.25 0.45 1049 778 
n 0.13 0.7 978 778 
n 0.89 0.68 1233 773 
n 0.44 0.28 1185 773 
n 0.46 0.73 1079 773 
n 0.67 0.51 1055 773 
n 0.51 0.8 1020 773 
n 0.65 0.74 1215 767 
n 0.31 0.7 1191 767 
n 0.28 0.65 1168 767 
n 0.51 0.84 1085 767 
n 0.48 0.88 1073 767 
n 0.22 0.63 1233 761 
n 0.49 0.87 1162 761 
n 0.72 0.65 1262 755 
n 0.25 0.87 1250 755 
n 0.17 0.18 1179 755 
n 0.41 0.28 1026 755 
n 0.79 0.55 1268 749 
n 0.79 0.69 1244 749 
n 0.39 0.14 1174 749 
n 0.86 0.49 1132 743 
n 0.52 0.52 1120 743 
n 0.63 0.49 1020 725 
n 0.79 0.37 996 725 
n 0.86 0.77 1038 719 
n 0.44 0.44 1002 719 
n 0.5 0.88 1174 560 
n 0.68 0.84 1611 548 
n 0.15 0.45 1174 548 
n 0.66 0.13 1221 536 
n 0.49 0.28 1629 2048 
n 0.65 0.9 1629 2036 
n 0.51 0.55 1617 2048 
n 0.51 0.32 1617 2036 
n 0.51 0.89 1605 2048 
n 0.26 0.65 1605 2036 
n 0.81 0.85 1593 2048 
n 0.59 0.28 1593 2036 
n 0.45 0.66 1581 2048 
n 0.3 0.34 1581 2036 
n 0.6 0.85 1570 2048 
n 0.45 0.3 1570 2036 
n 0.14 0.63 1558 2048 
n 0.36 0.13 1558 2036 
n 0.64 0.41 1546 2048 
n 0.78 0.58 1546 2036 
n 0.61 0.76 1534 2048 
n 0.44 0.21 1534 2036 
n 0.66 0.34 1522 2048 
n 0.49 0.77 1522 2036 
n 0.65 0.15 1510 2048 
n 0.8 0.6 1510 2036 
n 0.1 0.28 1499 2048 
n 0.11 0.52 1499 2036 
n 0.46 0.56 1623 2042 
n 0.44 0.62 1623 2030 
n 0.43 0.22 1611 2042 
n 0.84 0.82 1611 2030 
n 0.25 0.48 1599 2042 
n 0.79 0.46 1599 2030 
n 0.77 0.83 1587 2042 
n 0.75 0.16 1587 2030 
n 0.67 0.58 1576 2042 
n 0.88 0.41 1576 2030 
n 0.57 0.17 1564 2042 
n 0.74 0.17 1564 2030 
n 0.6 0.31 1552 2042 
n 0.51 0.14 1552 2030 
n 0.27 0.52 1540 2042 
n 0.37 0.73 1540 2030 
n 0.17 0.57 1528 2042 
n 0.8 0.82 1528 2030 
n 0.84 0.15 1516 2042 
n 0.39 0.18 1516 2030 
n 0.54 0.36 1505 2042 
n 0.46 0.6 1505 2030 
n 0.2 0.62 1493 2042 
n 0.25 0.38 1493 2030 
n 0.68 0.17 647 2048 
n 0.24 0.34 647 2036 
n 0.84 0.39 636 2048 
n 0.39 0.89 636 2036 
n 0.44 0.31 624 2048 
n 0.12 0.78 624 2036 
n 0.76 0.26 612 2048 
n 0.74 0.65 612 2036 
n 0.25 0.18 600 2048 
n 0.66 0.74 600 2036 
n 0.51 0.7 588 2048 
n 0.53 0.39 588 2036 
n 0.27 0.55 576 2048 
n 0.59 0.61 576 2036 
n 0.25 0.7 565 2048 
n 0.41 0.71 565 2036 
n 0.78 0.6 553 2048 
n 0.12 0.87 553 2036 
n 0.26 0.69 541 2048 
n 0.38 0.48 541 2036 
n 0.75 0.28 529 2048 
n 0.36 0.48 529 2036 
n 0.41 0.35 517 2048 
n 0.81 0.49 517 2036 
n 0.22 0.78 641 2042 
n 0.74 0.62 641 2030 
n 0.18 0.87 630 2042 
n 0.55 0.73 630 2030 
n 0.54 0.42 618 2042 
n 0.66 0.75 618 2030 
n 0.72 0.32 606 2042 
n 0.47 0.35 606 2030 
n 0.54 0.9 594 2042 
n 0.17 0.55 594 2030 
n 0.1 0.3 582 2042 
n 0.6 0.56 582 2030 
n 0.39 0.36 570 2042 
n 0.5 0.74 570 2030 
n 0.8 0.15 559 2042 
n 0.73 0.83 559 2030 
n 0.53 0.54 547 2042 
n 0.2 0.78 547 2030 
n 0.84 0.58 535 2042 
n 0.41 0.56 535 2030 
n 0.5 0.41 523 2042 
n 0.88 0.56 523 2030 
n 0.21 0.5 511 2042 
n 0.48 0.39 511 2030 
n 0.69 0.67 1629 170 
n 0.2 0.84 1629 158 
n 0.63 0.86 1617 170 
n 0.69 0.8 1617 158 
n 0.64 0.8 1605 170 
n 0.77 0.21 1605 158 
n 0.87 0.72 1593 170 
n 0.12 0.64 1593 158 
n 0.82 0.18 1581 170 
n 0.58 0.57 1581 158 
n 0.11 0.33 1570 170 
n 0.59 0.23 1570 158 
n 0.8 0.21 1558 170 
n 0.69 0.82 1558 158 
n 0.31 0.79 1546 170 
n 0.75 0.5 1546 158 
n 0.4 0.19 1534 170 
n 0.88 0.26 1534 158 
n 0.41 0.53 1522 170 
n 0.15 0.53 1522 158 
n 0.27 0.48 1510 170 
n 0.63 0.38 1510 158 
n 0.63 0.19 1499 170 
n 0.68 0.57 1499 158 
n 0.41 0.36 1623 164 
n 0.8 0.49 1623 153 
n 0.52 0.4 1611 164 
n 0.62 0.73 1611 153 
n 0.81 0.61 1599 164 
n 0.33 0.26 1599 153 
n 0.19 0.8 1587 164 
n 0.61 0.29 1587 153 
n 0.68 0.85 1576 164 
n 0.34 0.59 1576 153 
n 0.83 0.14 1564 164 
n 0.46 0.82 1564 153 
n 0.59 0.46 1552 164 
n 0.35 0.41 1552 153 
n 0.74 0.56 1540 164 
n 0.42 0.32 1540 153 
n 0.48 0.85 1528 164 
n 0.8 0.89 1528 153 
n 0.61 0.89 1516 164 
n 0.62 0.54 1516 153 
n 0.78 0.32 1505 164 
n 0.82 0.3 1505 153 
n 0.83 0.87 1493 164 
n 0.34 0.76 1493 153 
n 0.48 0.6 647 170 
n 0.23 0.31 647 158 
n 0.17 0.73 636 170 
n 0.34 0.83 636 158 
n 0.18 0.19 624 170 
n 0.3 0.41 624 158 
n 0.47 0.26 612 170 
n 0.72 0.86 612 158 
n 0.3 0.49 600 170 
n 0.3 0.37 600 158 
n 0.55 0.67 588 170 
n 0.36 0.83 588 158 
n 0.11 0.19 576 170 
n 0.31 0.67 576 158 
n 0.72 0.14 565 170 
n 0.27 0.17 565 158 
n 0.2 0.17 553 170 
n 0.38 0.37 553 158 
n 0.42 0.27 541 170 
n 0.67 0.57 541 158 
n 0.53 0.85 529 170 
n 0.89 0.72 529 158 
n 0.74 0.85 517 170 
n 0.32 0.84 517 158 
n 0.51 0.9 641 164 
n 0.3 0.73 641 153 
n 0.76 0.17 630 164 
n 0.87 0.36 630 153 
n 0.59 0.89 618 164 
n 0.7 0.76 618 153 
n 0.32 0.29 606 164 
n 0.58 0.82 606 153 
n 0.47 0.74 594 164 
n 0.17 0.75 594 153 
n 0.88 0.73 582 164 
n 0.9 0.64 582 153 
n 0.49 0.89 570 164 
n 0.27 0.34 570 153 
n 0.44 0.41 559 164 
n 0.75 0.82 559 153 
n 0.34 0.38 547 164 
n 0.31 0.2 547 153 
n 0.52 0.35 535 164 
n 0.4 0.28 535 153 
n 0.66 0.19 523 164 
n 0.76 0.56 523 153 
n 0.77 0.63 511 164 
n 0.86 0.12 511 153 
n 0.58 0.86 1889 2048 
n 0.27 0.22 1877 2048 
n 0.8 0.25 1853 2048 
n 0.3 0.14 1842 2048 
n 0.26 0.57 1830 2048 
n 0.48 0.69 1782 2048 
n 0.19 0.62 1747 2048 
n 0.17 0.26 1723 2048 
n 0.39 0.56 1711 2048 
n 0.52 0.85 1676 2048 
n 0.42 0.16 1652 2048 
n 0.77 0.53 907 2048 
n 0.62 0.58 896 2048 
n 0.79 0.56 872 2048 
n 0.18 0.56 860 2048 
n 0.62 0.22 848 2048 
n 0.85 0.25 801 2048 
n 0.63 0.11 766 2048 
n 0.29 0.31 742 2048 
n 0.45 0.34 730 2048 
n 0.18 0.46 695 2048 
n 0.83 0.31 671 2048 
n 0.23 0.42 1871 2042 
n 0.65 0.83 1800 2042 
n 0.4 0.24 1777 2042 
n 0.71 0.14 1753 2042 
n 0.82 0.68 890 2042 
n 0.4 0.53 819 2042 
n 0.44 0.75 795 2042 
n 0.11 0.54 771 2042 
n 0.5 0.36 1877 2036 
n 0.88 0.55 1853 2036 
n 0.85 0.66 1842 2036 
n 0.32 0.78 1747 2036 
n 0.15 0.28 1723 2036 
n 0.43 0.74 1700 2036 
n 0.33 0.86 896 2036 
n 0.43 0.71 872 2036 
n 0.25 0.82 860 2036 
n 0.29 0.79 766 2036 
n 0.29 0.12 742 2036 
n 0.84 0.29 718 2036 
n 0.87 0.33 1895 2030 
n 0.27 0.83 1871 2030 
n 0.84 0.11 1859 2030 
n 0.42 0.66 1824 2030 
n 0.66 0.86 1812 2030 
n 0.64 0.71 1800 2030 
n 0.31 0.69 1777 2030 
n 0.28 0.65 1765 2030 
n 0.27 0.78 1753 2030 
n 0.7 0.7 913 2030 
n 0.35 0.7 890 2030 
n 0.6 0.11 878 2030 
n 0.41 0.12 842 2030 
n 0.1 0.29 831 2030 
n 0.77 0.8 819 2030 
n 0.65 0.66 795 2030 
n 0.54 0.34 783 2030 
n 0.71 0.52 771 2030 
n 0.72 0.15 1889 170 
n 0.54 0.27 1877 170 
n 0.13 0.43 1853 170 
n 0.11 0.16 1842 170 
n 0.5 0.76 1830 170 
n 0.1 0.89 1782 170 
n 0.23 0.17 1747 170 
n 0.3 0.11 1723 170 
n 0.79 0.47 1711 170 
n 0.27 0.5 1676 170 
n 0.59 0.72 1652 170 
n 0.17 0.48 907 170 
n 0.87 0.43 896 170 
n 0.18 0.63 872 170 
n 0.48 0.89 860 170 
n 0.41 0.42 848 170 
n 0.82 0.89 801 170 
n 0.73 0.81 766 170 
n 0.26 0.74 742 170 
n 0.67 0.75 730 170 
n 0.59 0.56 695 170 
n 0.78 0.13 671 170 
n 0.45 0.88 1871 164 
n 0.82 0.6 1800 164 
n 0.87 0.15 1777 164 
n 0.41 0.69 1753 164 
n 0.76 0.68 890 164 
n 0.33 0.63 819 164 
n 0.72 0.54 795 164 
n 0.14 0.61 771 164 
n 0.9 0.11 1877 158 
n 0.25 0.58 1853 158 
n 0.1 0.6 1842 158 
n 0.28 0.55 1747 158 
n 0.37 0.52 1723 158 
n 0.42 0.67 1700 158 
n 0.16 0.21 896 158 
n 0.41 0.86 872 158 
n 0.75 0.27 860 158 
n 0.73 0.56 766 158 
n 0.81 0.24 742 158 
n 0.57 0.41 718 158 
n 0.53 0.49 1895 153 
n 0.34 0.69 1871 153 
n 0.55 0.53 1859 153 
n 0.35 0.5 1824 153 
n 0.11 0.81 1812 153 
n 0.54 0.62 1800 153 
n 0.5 0.25 1777 153 
n 0.25 0.87 1765 153 
n 0.21 0.7 1753 153 
n 0.32 0.41 913 153 
n 0.12 0.71 890 153 
n 0.82 0.7 878 153 
n 0.55 0.18 842 153 
n 0.49 0.39 831 153 
n 0.57 0.87 819 153 
n 0.1 0.73 795 153 
n 0.51 0.9 783 153 
n 0.6 0.22 771 153 
