t 198 5 2
n 0.11 0.52 2177 1784 
n 0.46 0.56 2126 1784 
n 0.44 0.62 2101 1784 
n 0.43 0.22 2101 1809 
n 0.84 0.82 2126 1809 
n 0.25 0.48 2101 1835 
n 0.79 0.46 2126 1835 
n 0.77 0.83 2151 1835 
n 0.75 0.16 2236 1847 
n 0.67 0.58 1999 1847 
n 0.88 0.41 1885 1847 
n 0.57 0.17 2101 1860 
n 0.74 0.17 2126 1860 
n 0.6 0.31 2101 1885 
n 0.51 0.14 2126 1885 
n 0.27 0.52 2177 1885 
n 0.37 0.73 2151 1911 
n 0.17 0.57 2126 1911 
n 0.8 0.82 2101 1911 
n 0.84 0.15 2101 1936 
n 0.39 0.18 2126 1936 
n 0.54 0.36 2177 1936 
n 0.46 0.6 2228 1936 
n 0.2 0.62 2126 1962 
n 0.25 0.38 2101 1962 
n 0.68 0.17 1796 1987 
n 0.24 0.34 1821 1987 
n 0.84 0.39 1847 1987 
n 0.39 0.89 1872 1987 
n 0.44 0.31 1897 1987 
n 0.12 0.78 1948 1987 
n 0.76 0.26 2056 1987 
n 0.74 0.65 2101 1987 
n 0.25 0.18 2126 1987 
n 0.66 0.74 2253 1987 
n 0.51 0.7 2304 1987 
n 0.53 0.39 2380 1987 
n 0.27 0.55 2405 1987 
n 0.59 0.61 2024 1403 
n 0.25 0.7 2151 1403 
n 0.41 0.71 2075 1708 
n 0.78 0.6 2177 1708 
n 0.12 0.87 2351 1733 
n 0.26 0.69 2351 1847 
n 0.38 0.48 3652 1010 
n 0.75 0.28 3726 1010 
n 0.36 0.48 3726 1086 
n 0.41 0.35 3652 1086 
n 0.81 0.49 3726 1149 
n 0.22 0.78 3802 1149 
n 0.74 0.62 3853 1149 
n 0.18 0.87 3802 1174 
n 0.55 0.73 3701 1174 
n 0.54 0.42 3606 1200 
n 0.66 0.75 3701 1200 
n 0.72 0.32 3802 1200 
n 0.47 0.35 3853 1200 
n 0.54 0.9 4028 1310 
n 0.17 0.55 3952 1310 
n 0.1 0.3 3728 1310 
n 0.6 0.56 3652 1310 
n 0.39 0.36 3652 1386 
n 0.5 0.74 3728 1386 
n 0.8 0.15 3952 1386 
n 0.73 0.83 4028 1386 
n 0.53 0.54 3853 1123 
n 0.2 0.78 3952 1086 
n 0.84 0.58 4028 1086 
n 0.41 0.56 4028 1010 
n 0.5 0.41 3952 1010 
