t 318 5 2
n 0.73 0.42 2118 1276 
n 0.54 0.39 2150 1213 
n 0.75 0.31 2189 205 
n 0.83 0.64 2220 189 
n 0.74 0.19 2220 630 
n 0.76 0.39 2228 732 
n 0.41 0.57 2244 142 
n 0.39 0.4 2276 315 
n 0.27 0.72 2276 496 
n 0.39 0.19 2276 654 
n 0.25 0.45 2315 654 
n 0.13 0.7 2315 496 
n 0.89 0.68 2315 315 
n 0.44 0.28 2331 142 
n 0.46 0.73 2346 315 
n 0.67 0.51 2346 496 
n 0.51 0.8 2346 654 
n 0.65 0.74 2362 142 
n 0.31 0.7 2402 157 
n 0.28 0.65 2402 220 
n 0.51 0.84 2480 142 
n 0.48 0.88 2496 370 
n 0.22 0.63 2528 1276 
n 0.49 0.87 2559 1213 
n 0.72 0.65 2630 630 
n 0.25 0.87 2638 732 
n 0.17 0.18 2756 69 
n 0.41 0.28 2787 69 
n 0.79 0.55 2803 370 
n 0.79 0.69 2835 1276 
n 0.39 0.14 2866 1213 
n 0.86 0.49 2906 69 
n 0.52 0.52 2937 69 
n 0.63 0.49 2937 630 
n 0.79 0.37 2945 732 
n 0.86 0.77 3016 1276 
n 0.44 0.44 3055 69 
n 0.5 0.88 3087 69 
n 0.68 0.84 606 220 
n 0.15 0.45 1165 370 
n 0.66 0.13 1780 370 
n 0.49 0.28 63 1402 
n 0.65 0.9 94 1402 
n 0.51 0.55 142 1701 
n 0.51 0.32 173 2607 
n 0.51 0.89 205 2544 
n 0.26 0.65 213 1400 
n 0.81 0.85 244 1400 
n 0.59 0.28 276 1961 
n 0.45 0.66 283 2063 
n 0.3 0.34 362 1400 
n 0.6 0.85 394 1400 
n 0.45 0.3 449 1701 
n 0.14 0.63 480 2607 
n 0.36 0.13 512 2544 
n 0.64 0.41 528 1488 
n 0.78 0.58 583 1961 
n 0.61 0.76 591 2063 
n 0.44 0.21 638 1985 
n 0.66 0.34 638 1827 
n 0.49 0.77 638 1645 
n 0.65 0.15 638 1473 
n 0.8 0.6 669 1473 
n 0.1 0.28 677 1646 
n 0.11 0.52 677 1827 
n 0.46 0.56 677 1985 
n 0.44 0.62 709 1985 
n 0.43 0.22 709 1827 
n 0.84 0.82 709 1646 
n 0.25 0.48 701 1473 
n 0.79 0.46 764 1551 
n 0.77 0.83 811 1520 
n 0.75 0.16 843 1504 
n 0.67 0.58 858 1701 
n 0.88 0.41 890 2607 
n 0.57 0.17 921 2544 
n 0.74 0.17 992 1961 
n 0.6 0.31 1000 2063 
n 0.51 0.14 1197 2607 
n 0.27 0.52 1228 2544 
n 0.37 0.73 1276 1536 
n 0.17 0.57 1299 1961 
n 0.8 0.82 1307 2063 
n 0.84 0.15 1362 1985 
n 0.39 0.18 1362 1827 
n 0.54 0.36 1362 1622 
n 0.46 0.6 1425 1985 
n 0.2 0.62 1425 1827 
n 0.25 0.38 1425 1622 
n 0.68 0.17 1417 1504 
n 0.24 0.34 1488 1622 
n 0.84 0.39 1488 1827 
n 0.39 0.89 1488 1985 
n 0.44 0.31 1551 1985 
n 0.12 0.78 1551 1827 
n 0.76 0.26 1551 1622 
n 0.74 0.65 1614 1622 
n 0.25 0.18 1614 1827 
n 0.66 0.74 1614 1985 
n 0.51 0.7 1732 1520 
n 0.53 0.39 1811 2607 
n 0.27 0.55 1843 2544 
n 0.59 0.61 1913 1961 
n 0.25 0.7 1921 2063 
n 0.41 0.71 2087 1701 
n 0.78 0.6 2118 2607 
n 0.12 0.87 2150 2544 
n 0.26 0.69 2189 1536 
n 0.38 0.48 2220 1520 
n 0.75 0.28 2220 1961 
n 0.36 0.48 2228 2063 
n 0.41 0.35 2244 1473 
n 0.81 0.49 2276 1646 
n 0.22 0.78 2276 1827 
n 0.74 0.62 2276 1985 
n 0.18 0.87 2315 1985 
n 0.55 0.73 2315 1827 
n 0.54 0.42 2315 1646 
n 0.66 0.75 2331 1473 
n 0.72 0.32 2346 1646 
n 0.47 0.35 2346 1827 
n 0.54 0.9 2346 1985 
n 0.17 0.55 2362 1473 
n 0.1 0.3 2402 1488 
n 0.6 0.56 2402 1551 
n 0.39 0.36 2480 1473 
n 0.5 0.74 2496 1701 
n 0.8 0.15 2528 2607 
n 0.73 0.83 2559 2544 
n 0.53 0.54 2630 1961 
n 0.2 0.78 2638 2063 
n 0.84 0.58 2756 1400 
n 0.41 0.56 2787 1400 
n 0.5 0.41 2803 1701 
n 0.88 0.56 2835 2607 
n 0.21 0.5 2866 2544 
n 0.48 0.39 2906 1400 
n 0.69 0.67 2937 1400 
n 0.2 0.84 2937 1961 
n 0.63 0.86 2945 2063 
n 0.69 0.8 3016 2607 
n 0.64 0.8 3055 1400 
n 0.77 0.21 3087 1400 
n 0.87 0.72 606 1551 
n 0.12 0.64 1165 1701 
n 0.82 0.18 1780 1701 
n 0.58 0.57 63 2733 
n 0.11 0.33 94 2733 
n 0.59 0.23 142 3032 
n 0.8 0.21 173 3938 
n 0.69 0.82 205 3875 
n 0.31 0.79 213 2731 
n 0.75 0.5 244 2731 
n 0.4 0.19 276 3292 
n 0.88 0.26 283 3394 
n 0.41 0.53 362 2731 
n 0.15 0.53 394 2731 
n 0.27 0.48 449 3032 
n 0.63 0.38 480 3938 
n 0.63 0.19 512 3875 
n 0.68 0.57 528 2819 
n 0.41 0.36 583 3292 
n 0.8 0.49 591 3394 
n 0.52 0.4 638 3316 
n 0.62 0.73 638 3158 
n 0.81 0.61 638 2976 
n 0.33 0.26 638 2804 
n 0.19 0.8 669 2804 
n 0.61 0.29 677 2977 
n 0.68 0.85 677 3158 
n 0.34 0.59 677 3316 
n 0.83 0.14 709 3316 
n 0.46 0.82 709 3158 
n 0.59 0.46 709 2977 
n 0.35 0.41 701 2804 
n 0.74 0.56 764 2882 
n 0.42 0.32 811 2851 
n 0.48 0.85 843 2835 
n 0.8 0.89 858 3032 
n 0.61 0.89 890 3938 
n 0.62 0.54 921 3875 
n 0.78 0.32 992 3292 
n 0.82 0.3 1000 3394 
n 0.83 0.87 1197 3938 
n 0.34 0.76 1228 3875 
n 0.48 0.6 1276 2867 
n 0.23 0.31 1299 3292 
n 0.17 0.73 1307 3394 
n 0.34 0.83 1362 3316 
n 0.18 0.19 1362 3158 
n 0.3 0.41 1362 2953 
n 0.47 0.26 1425 3316 
n 0.72 0.86 1425 3158 
n 0.3 0.49 1425 2953 
n 0.3 0.37 1417 2835 
n 0.55 0.67 1488 2953 
n 0.36 0.83 1488 3158 
n 0.11 0.19 1488 3316 
n 0.31 0.67 1551 3316 
n 0.72 0.14 1551 3158 
n 0.27 0.17 1551 2953 
n 0.2 0.17 1614 2953 
n 0.38 0.37 1614 3158 
n 0.42 0.27 1614 3316 
n 0.67 0.57 1732 2851 
n 0.53 0.85 1811 3938 
n 0.89 0.72 1843 3875 
n 0.74 0.85 1913 3292 
n 0.32 0.84 1921 3394 
n 0.51 0.9 2087 3032 
n 0.3 0.73 2118 3938 
n 0.76 0.17 2150 3875 
n 0.87 0.36 2189 2867 
n 0.59 0.89 2220 2851 
n 0.7 0.76 2220 3292 
n 0.32 0.29 2228 3394 
n 0.58 0.82 2244 2804 
n 0.47 0.74 2276 2977 
n 0.17 0.75 2276 3158 
n 0.88 0.73 2276 3316 
n 0.9 0.64 2315 3316 
n 0.49 0.89 2315 3158 
n 0.27 0.34 2315 2977 
n 0.44 0.41 2331 2804 
n 0.75 0.82 2346 2977 
n 0.34 0.38 2346 3158 
n 0.31 0.2 2346 3316 
n 0.52 0.35 2362 2804 
n 0.4 0.28 2402 2819 
n 0.66 0.19 2402 2882 
n 0.76 0.56 2480 2804 
n 0.77 0.63 2496 3032 
n 0.86 0.12 2528 3938 
n 0.58 0.86 2559 3875 
n 0.27 0.22 2630 3292 
n 0.8 0.25 2638 3394 
n 0.3 0.14 2756 2731 
n 0.26 0.57 2787 2731 
n 0.48 0.69 2803 3032 
n 0.19 0.62 2835 3938 
n 0.17 0.26 2866 3875 
n 0.39 0.56 2906 2731 
n 0.52 0.85 2937 2731 
n 0.42 0.16 2937 3292 
n 0.77 0.53 2945 3394 
n 0.62 0.58 3016 3938 
n 0.79 0.56 3055 2731 
n 0.18 0.56 3087 2731 
n 0.62 0.22 606 2882 
n 0.85 0.25 1165 3032 
n 0.63 0.11 1780 3032 
n 0.29 0.31 1417 -79 
n 0.45 0.34 1496 -79 
n 0.18 0.46 1693 4055 
