t 400 20 2
n 0.22 0.63 41 260 
n 0.49 0.87 192 293 
n 0.72 0.65 24 510 
n 0.25 0.87 317 312 
n 0.17 0.18 495 163 
n 0.41 0.28 525 681 
n 0.79 0.55 836 883 
n 0.79 0.69 775 181 
n 0.39 0.14 109 27 
n 0.86 0.49 653 672 
n 0.52 0.52 628 197 
n 0.63 0.49 2 712 
n 0.79 0.37 731 447 
n 0.86 0.77 580 933 
n 0.44 0.44 377 864 
n 0.5 0.88 258 251 
n 0.68 0.84 659 693 
n 0.15 0.45 701 439 
n 0.66 0.13 801 328 
n 0.49 0.28 755 582 
n 0.65 0.9 168 775 
n 0.51 0.55 608 673 
n 0.51 0.32 570 360 
n 0.51 0.89 506 795 
n 0.26 0.65 693 475 
n 0.81 0.85 615 416 
n 0.59 0.28 433 854 
n 0.45 0.66 227 149 
n 0.3 0.34 326 616 
n 0.6 0.85 756 997 
n 0.45 0.3 175 552 
n 0.14 0.63 207 753 
n 0.36 0.13 127 986 
n 0.64 0.41 245 596 
n 0.78 0.58 368 322 
n 0.61 0.76 618 808 
n 0.44 0.21 285 906 
n 0.66 0.34 347 933 
n 0.49 0.77 942 734 
n 0.65 0.15 923 410 
n 0.8 0.6 154 231 
n 0.1 0.28 476 253 
n 0.11 0.52 232 588 
n 0.46 0.56 440 819 
n 0.44 0.62 959 382 
n 0.43 0.22 659 989 
n 0.84 0.82 475 423 
n 0.25 0.48 735 76 
n 0.79 0.46 845 856 
n 0.77 0.83 10 830 
n 0.75 0.16 359 689 
n 0.67 0.58 901 207 
n 0.88 0.41 607 779 
n 0.57 0.17 682 85 
n 0.74 0.17 841 757 
n 0.6 0.31 450 884 
n 0.51 0.14 726 402 
n 0.27 0.52 883 150 
n 0.37 0.73 430 229 
n 0.17 0.57 981 822 
n 0.8 0.82 578 545 
n 0.84 0.15 542 818 
n 0.39 0.18 509 164 
n 0.54 0.36 876 251 
n 0.46 0.6 101 820 
n 0.2 0.62 486 5 
n 0.25 0.38 134 229 
n 0.68 0.17 167 944 
n 0.24 0.34 156 446 
n 0.84 0.39 268 69 
n 0.39 0.89 476 712 
n 0.44 0.31 457 809 
n 0.12 0.78 217 20 
n 0.76 0.26 165 812 
n 0.74 0.65 382 458 
n 0.25 0.18 311 221 
n 0.66 0.74 2 26 
n 0.51 0.7 135 579 
n 0.53 0.39 258 333 
n 0.27 0.55 678 547 
n 0.59 0.61 176 612 
n 0.25 0.7 560 331 
n 0.41 0.71 417 522 
n 0.78 0.6 852 420 
n 0.12 0.87 851 321 
n 0.26 0.69 746 57 
n 0.38 0.48 105 589 
n 0.75 0.28 64 87 
n 0.36 0.48 417 194 
n 0.41 0.35 884 559 
n 0.81 0.49 869 180 
n 0.22 0.78 262 426 
n 0.74 0.62 670 662 
n 0.18 0.87 420 34 
n 0.55 0.73 425 240 
n 0.54 0.42 615 5 
n 0.66 0.75 967 236 
n 0.72 0.32 181 963 
n 0.47 0.35 154 254 
n 0.54 0.9 138 545 
n 0.17 0.55 24 240 
n 0.1 0.3 701 43 
n 0.6 0.56 952 792 
n 0.39 0.36 190 10 
n 0.5 0.74 348 998 
n 0.8 0.15 331 9 
n 0.73 0.83 547 205 
n 0.53 0.54 777 291 
n 0.2 0.78 757 918 
n 0.84 0.58 172 773 
n 0.41 0.56 86 34 
n 0.5 0.41 905 126 
n 0.88 0.56 88 389 
n 0.21 0.5 22 103 
n 0.48 0.39 417 581 
n 0.69 0.67 206 477 
n 0.2 0.84 487 625 
n 0.63 0.86 372 78 
n 0.69 0.8 118 480 
n 0.64 0.8 296 923 
n 0.77 0.21 879 967 
n 0.87 0.72 890 108 
n 0.12 0.64 637 853 
n 0.82 0.18 382 96 
n 0.58 0.57 135 416 
n 0.11 0.33 760 814 
n 0.59 0.23 45 941 
n 0.8 0.21 245 474 
n 0.69 0.82 643 590 
n 0.31 0.79 228 538 
n 0.75 0.5 646 37 
n 0.4 0.19 882 436 
n 0.88 0.26 681 156 
n 0.41 0.53 812 466 
n 0.15 0.53 963 585 
n 0.27 0.48 313 611 
n 0.63 0.38 854 622 
n 0.63 0.19 518 990 
n 0.68 0.57 272 202 
n 0.41 0.36 762 751 
n 0.8 0.49 649 604 
n 0.52 0.4 784 742 
n 0.62 0.73 399 192 
n 0.81 0.61 32 939 
n 0.33 0.26 814 436 
n 0.19 0.8 291 292 
n 0.61 0.29 607 14 
n 0.68 0.85 93 434 
n 0.34 0.59 769 183 
n 0.83 0.14 176 409 
n 0.46 0.82 345 388 
n 0.59 0.46 227 344 
n 0.35 0.41 491 329 
n 0.74 0.56 26 670 
n 0.42 0.32 789 180 
n 0.48 0.85 981 735 
n 0.8 0.89 58 207 
n 0.61 0.89 195 304 
n 0.62 0.54 544 996 
n 0.78 0.32 557 379 
n 0.82 0.3 257 607 
n 0.83 0.87 805 373 
n 0.34 0.76 462 417 
n 0.48 0.6 818 630 
n 0.23 0.31 415 824 
n 0.17 0.73 203 280 
n 0.34 0.83 326 908 
n 0.18 0.19 512 907 
n 0.3 0.41 827 803 
n 0.47 0.26 374 494 
n 0.72 0.86 599 620 
n 0.3 0.49 327 384 
n 0.3 0.37 360 175 
n 0.55 0.67 810 758 
n 0.36 0.83 261 213 
n 0.11 0.19 934 685 
n 0.31 0.67 176 365 
n 0.72 0.14 607 355 
n 0.27 0.17 668 810 
n 0.2 0.17 853 825 
n 0.38 0.37 746 56 
n 0.42 0.27 94 531 
n 0.67 0.57 819 607 
n 0.53 0.85 747 492 
n 0.89 0.72 231 961 
n 0.74 0.85 684 930 
n 0.32 0.84 431 686 
n 0.51 0.9 710 561 
n 0.3 0.73 452 663 
n 0.76 0.17 385 813 
n 0.87 0.36 886 5 
n 0.59 0.89 53 271 
n 0.7 0.76 153 952 
n 0.32 0.29 809 764 
n 0.58 0.82 775 780 
n 0.47 0.74 178 520 
n 0.17 0.75 989 256 
n 0.88 0.73 114 377 
n 0.9 0.64 236 494 
n 0.49 0.89 314 438 
n 0.27 0.34 274 173 
n 0.44 0.41 50 743 
n 0.75 0.82 6 354 
n 0.34 0.38 540 529 
n 0.31 0.2 786 433 
n 0.52 0.35 995 78 
n 0.4 0.28 510 834 
n 0.66 0.19 890 307 
n 0.76 0.56 304 536 
n 0.77 0.63 474 22 
n 0.86 0.12 869 485 
n 0.58 0.86 92 661 
n 0.27 0.22 617 749 
n 0.8 0.25 414 748 
n 0.3 0.14 236 683 
n 0.26 0.57 975 172 
n 0.48 0.69 732 321 
n 0.19 0.62 334 595 
n 0.17 0.26 561 14 
n 0.39 0.56 33 546 
n 0.52 0.85 452 798 
n 0.42 0.16 197 2 
n 0.77 0.53 236 400 
n 0.62 0.58 748 360 
n 0.79 0.56 431 816 
n 0.18 0.56 22 257 
n 0.62 0.22 345 230 
n 0.85 0.25 755 929 
n 0.63 0.11 257 179 
n 0.29 0.31 233 789 
n 0.45 0.34 110 555 
n 0.18 0.46 818 389 
n 0.83 0.31 439 137 
n 0.23 0.42 345 838 
n 0.65 0.83 921 460 
n 0.4 0.24 950 34 
n 0.71 0.14 124 911 
n 0.82 0.68 827 235 
n 0.4 0.53 968 167 
n 0.44 0.75 764 559 
n 0.11 0.54 477 835 
n 0.5 0.36 189 621 
n 0.88 0.55 500 885 
n 0.85 0.66 808 879 
n 0.32 0.78 6 123 
n 0.15 0.28 681 980 
n 0.43 0.74 752 173 
n 0.33 0.86 741 360 
n 0.43 0.71 494 200 
n 0.25 0.82 225 556 
n 0.29 0.79 782 688 
n 0.29 0.12 560 171 
n 0.84 0.29 463 712 
n 0.87 0.33 100 192 
n 0.27 0.83 258 815 
n 0.84 0.11 43 926 
n 0.42 0.66 173 173 
n 0.66 0.86 483 814 
n 0.64 0.71 537 894 
n 0.31 0.69 3 973 
n 0.28 0.65 287 436 
n 0.27 0.78 34 282 
n 0.7 0.7 382 229 
n 0.35 0.7 407 858 
n 0.6 0.11 958 26 
n 0.41 0.12 534 450 
n 0.1 0.29 891 772 
n 0.77 0.8 610 715 
n 0.65 0.66 801 369 
n 0.54 0.34 7 197 
n 0.71 0.52 123 437 
n 0.72 0.15 518 649 
n 0.54 0.27 235 41 
n 0.13 0.43 604 724 
n 0.11 0.16 910 949 
n 0.5 0.76 498 927 
n 0.1 0.89 549 953 
n 0.23 0.17 779 99 
n 0.3 0.11 582 76 
n 0.79 0.47 215 82 
n 0.27 0.5 560 623 
n 0.59 0.72 694 556 
n 0.17 0.48 90 17 
n 0.87 0.43 760 412 
n 0.18 0.63 627 527 
n 0.48 0.89 996 235 
n 0.41 0.42 919 877 
n 0.82 0.89 990 47 
n 0.73 0.81 378 314 
n 0.26 0.74 961 413 
n 0.67 0.75 825 709 
n 0.59 0.56 827 580 
n 0.78 0.13 36 990 
n 0.45 0.88 620 282 
n 0.82 0.6 110 121 
n 0.87 0.15 739 821 
n 0.41 0.69 274 258 
n 0.76 0.68 83 644 
n 0.33 0.63 593 764 
n 0.72 0.54 725 471 
n 0.14 0.61 778 902 
n 0.9 0.11 886 666 
n 0.25 0.58 27 164 
n 0.1 0.6 741 973 
n 0.28 0.55 166 712 
n 0.37 0.52 256 127 
n 0.42 0.67 927 900 
n 0.16 0.21 525 54 
n 0.41 0.86 72 424 
n 0.75 0.27 367 863 
n 0.73 0.56 349 799 
n 0.81 0.24 127 43 
n 0.57 0.41 588 140 
n 0.53 0.49 23 355 
